fan_id,age,gender,city,lat,lon,favorite_team,true_segment,years_following_fifa,app_installed,loyalty_points
F00776,28,M,Ahmedabad,23.009594109581396,72.54714606630209,Croatia,digital_only,10,True,6
F00777,28,F,Ahmedabad,23.00119784016479,72.6017465344511,England,family,12,True,10
F00778,28,F,Mumbai,19.05971524999429,72.87989900906311,France,dormant,7,True,33
F00779,54,M,Hyderabad,17.34156118881924,78.44028202238049,Netherlands,casual,11,True,12
F00780,29,M,Delhi,28.60262809062545,77.16310145544337,France,casual,2,True,30
F00781,23,F,Ahmedabad,22.986029347382082,72.54106024926324,England,family,10,True,35
F00782,16,M,Chennai,13.11848030809602,80.29237952301747,Germany,casual,3,True,80
F00783,35,F,Mumbai,19.07275201752942,72.84290014257031,Spain,family,0,True,118
F00784,32,M,Delhi,28.625458480019145,77.16034975035936,Spain,digital_only,8,True,125
F00785,24,M,Chennai,13.055296049445763,80.28833607948734,Brazil,local_loyalist,7,True,112
F00786,36,F,Ahmedabad,22.982287557989416,72.54548819564111,Argentina,superfan,16,True,192
F00787,25,M,Kolkata,22.589157037776808,88.3147925175956,Spain,local_loyalist,17,True,43
F00788,37,F,Kolkata,22.600467161785556,88.38364942087168,Spain,digital_only,8,False,29
F00789,26,F,Ahmedabad,23.011579543936957,72.61647525328317,Belgium,local_loyalist,4,True,3
F00790,16,M,Pune,18.568032207272783,73.86162917902544,Japan,casual,13,True,56
F00791,33,M,Bengaluru,13.014879671255867,77.57571575895763,Croatia,family,6,True,67
F00792,27,F,Kolkata,22.619769621866123,88.38533881149198,Spain,family,4,False,77
F00793,21,M,Kolkata,22.556096941364853,88.38834685514384,Germany,casual,14,False,43
F00794,16,F,Ahmedabad,23.059566921263787,72.59897120092104,Spain,superfan,8,True,183
F00795,27,F,Bengaluru,12.975030239343596,77.60909551201694,Argentina,superfan,3,True,368
F00796,30,M,Ahmedabad,23.056201771613,72.56243381397962,France,local_loyalist,4,False,34
F00797,33,M,Mumbai,19.079846175824805,72.84016714348675,Spain,local_loyalist,6,True,1
F00798,29,F,Pune,18.561173770827736,73.82543400875775,India,digital_only,20,True,15
F00799,45,M,Bengaluru,12.989080762430607,77.59749706273968,Mexico,casual,16,True,44
F00800,16,M,Hyderabad,17.336437488351503,78.43996611527312,Portugal,casual,13,True,84
F00801,23,F,Mumbai,19.106334510452307,72.83591647380887,England,local_loyalist,2,True,29
F00802,32,M,Mumbai,19.05378538856953,72.82778700643064,Brazil,digital_only,2,True,121
F00803,18,M,Hyderabad,17.349958749580008,78.43203104678334,Germany,dormant,12,False,31
F00804,30,F,Bengaluru,12.971432647890987,77.58736911322907,Belgium,casual,7,True,106
F00805,26,M,Ahmedabad,22.99752578644443,72.60644895355954,France,local_loyalist,1,True,0
F00806,39,M,Bengaluru,12.976298150451527,77.55871786089885,Argentina,digital_only,16,True,179
F00807,20,M,Hyderabad,17.34091889964035,78.44781964267882,Italy,digital_only,12,True,82
F00808,32,F,Bengaluru,12.976270200537108,77.63746092108633,Netherlands,local_loyalist,7,True,112
F00809,38,M,Hyderabad,17.40249708048754,78.43156949353425,Argentina,local_loyalist,5,True,51
F00810,17,M,Delhi,28.59234673347305,77.18515280415969,Spain,dormant,10,True,213
F00811,37,F,Mumbai,19.045776588686223,72.86588413396028,Argentina,casual,0,True,34
F00812,28,M,Hyderabad,17.40048241653907,78.46088438091425,England,superfan,5,True,12
F00813,32,M,Hyderabad,17.382083320644757,78.4890403725654,France,local_loyalist,16,True,180
F00814,32,M,Ahmedabad,22.986952016032944,72.59566024982938,USA,digital_only,2,True,106
F00815,39,F,Delhi,28.598690835768434,77.21828276445686,Italy,casual,14,False,20
F00816,35,M,Bengaluru,12.997417150002294,77.54304223143933,Argentina,superfan,6,True,338
F00817,24,F,Chennai,13.033983909083807,80.31955656609999,Spain,superfan,6,True,772
F00818,36,M,Bengaluru,13.016957205183656,77.56961544682639,England,family,0,True,27
F00819,16,M,Bengaluru,12.984485530669714,77.60163699311346,Italy,casual,6,True,39
F00820,37,F,Ahmedabad,23.051326230135064,72.58427171547454,Belgium,casual,7,True,100
F00821,18,F,Kolkata,22.605775895780713,88.36508953757695,Spain,casual,8,True,91
F00822,52,M,Pune,18.470877475506192,73.80017248221098,Spain,casual,18,True,5
F00823,16,F,Bengaluru,12.978272384061725,77.55492111479631,Germany,superfan,12,True,429
F00824,30,M,Pune,18.54586738846868,73.80975791695762,USA,digital_only,8,True,69
F00825,16,M,Pune,18.523377639373503,73.89552861960017,Japan,superfan,10,True,68
F00826,27,M,Hyderabad,17.41292866775305,78.50296868057943,Morocco,family,3,True,148
F00827,22,M,Delhi,28.637043780812498,77.23212751772861,Brazil,casual,0,True,58
F00828,28,M,Hyderabad,17.41932065885508,78.49365444885768,Croatia,digital_only,1,True,55
F00829,31,F,Mumbai,19.090385268513284,72.90313908410671,Germany,family,16,True,13
F00830,35,M,Pune,18.540483619751733,73.81554011287389,Brazil,local_loyalist,10,True,4
F00831,28,F,Ahmedabad,23.03367208451364,72.60854073229335,Japan,digital_only,0,True,85
F00832,21,F,Bengaluru,12.932652691404908,77.54488416233208,Croatia,casual,17,False,4
F00833,38,M,Kolkata,22.60457884667187,88.34242498956387,USA,casual,6,True,38
F00834,21,M,Mumbai,19.11875957745133,72.85724669478257,Mexico,local_loyalist,2,True,19
F00835,37,F,Chennai,13.072190555621932,80.30452881080201,Portugal,dormant,13,False,73
F00836,21,M,Pune,18.56832576109616,73.83288330468811,Brazil,local_loyalist,1,False,92
F00837,32,F,Pune,18.487311502592885,73.82579708396588,Spain,digital_only,13,True,74
F00838,32,F,Kolkata,22.57231780098395,88.40242377008141,Italy,family,9,True,92
F00839,24,F,Delhi,28.615124131812262,77.1706672937789,Argentina,digital_only,0,True,45
F00840,33,M,Pune,18.470855477011817,73.88336075586882,Germany,superfan,13,True,199
F00841,30,F,Bengaluru,12.950365364573761,77.62987261136105,France,digital_only,8,True,11
F00842,40,M,Delhi,28.639982945404988,77.21105061740418,England,dormant,10,True,47
F00843,21,F,Delhi,28.615696753376046,77.16334690044697,Morocco,casual,8,True,33
F00844,40,M,Mumbai,19.074659426349726,72.82882781929685,Italy,local_loyalist,5,False,113
F00845,40,M,Chennai,13.0732750869111,80.25562967155518,Brazil,casual,0,True,81
F00846,19,M,Delhi,28.600014955390584,77.23940546127022,Morocco,digital_only,6,True,39
F00847,29,M,Hyderabad,17.416043066808854,78.48320134786634,Portugal,superfan,2,True,184
F00848,36,F,Chennai,13.05433524940336,80.22401165782885,India,digital_only,11,False,20
F00849,35,F,Pune,18.537071022833405,73.8049584970524,Brazil,family,9,True,36
F00850,36,M,Delhi,28.58128507709599,77.15805165585915,India,casual,8,True,0
F00851,31,M,Chennai,13.048684901945329,80.25554616402556,Argentina,local_loyalist,10,True,14
F00852,22,M,Delhi,28.594600241297226,77.19512054082124,Belgium,family,15,True,116
F00853,28,F,Pune,18.565879826219074,73.802584866384,Netherlands,dormant,7,False,19
F00854,25,M,Bengaluru,12.937010688201209,77.58949116047766,France,casual,9,True,156
F00855,20,M,Chennai,13.081497378498211,80.278236171574,England,casual,0,True,60
F00856,32,M,Kolkata,22.59740617069461,88.32511619581882,Brazil,casual,8,True,13
F00857,34,M,Kolkata,22.567292690936394,88.3946581275885,Portugal,dormant,6,False,37
F00858,40,M,Chennai,13.042642622715503,80.2960807541431,Portugal,dormant,17,False,14
F00859,45,M,Mumbai,19.065840505303054,72.9048627798721,Argentina,digital_only,0,True,45
F00860,18,F,Ahmedabad,23.0471313633225,72.56115116028991,India,family,7,True,141
F00861,19,M,Chennai,13.046809744776661,80.23642925675264,England,digital_only,14,True,9
F00862,28,F,Hyderabad,17.365494196448925,78.52825487615397,England,local_loyalist,5,True,44
F00863,31,F,Mumbai,19.08770343220587,72.88578226598727,Mexico,superfan,13,True,24
F00864,24,M,Bengaluru,12.996793755161802,77.62529243581785,Brazil,family,4,True,49
F00865,35,M,Pune,18.553767062945518,73.82196445430512,Brazil,casual,20,True,1
F00866,40,F,Mumbai,19.054639931976286,72.85693301688197,Spain,family,5,False,31
F00867,30,M,Bengaluru,12.986708605133556,77.59745377145262,Germany,family,6,True,35
F00868,23,F,Kolkata,22.57322348476767,88.3868410543114,Italy,local_loyalist,0,True,48
F00869,29,F,Mumbai,19.061400105168133,72.84988258318486,Spain,superfan,8,False,24
F00870,26,F,Ahmedabad,23.03845444330313,72.5417155333491,Morocco,casual,17,False,92
F00871,16,M,Bengaluru,13.011830274200978,77.6258279722856,Argentina,casual,6,True,104
F00872,30,M,Chennai,13.048557460274505,80.29650431899705,Argentina,casual,6,True,102
F00873,29,M,Mumbai,19.113273227042036,72.85058581079949,Germany,superfan,6,True,225
F00874,38,F,Ahmedabad,23.035749405925625,72.53927435072123,France,dormant,5,False,7
F00875,31,M,Pune,18.505251846100546,73.86685884185582,Portugal,digital_only,1,True,14
F00876,23,M,Delhi,28.61336024015254,77.16342969643952,Spain,casual,7,False,112
F00877,24,M,Mumbai,19.057212019600804,72.880973135319,India,casual,14,True,59
F00878,35,F,Bengaluru,12.932537888410819,77.55605578107632,Mexico,digital_only,8,True,38
F00879,29,M,Hyderabad,17.373077441223746,78.46374147086864,Argentina,local_loyalist,15,True,129
F00880,27,M,Chennai,13.040558271290443,80.31914018630496,England,digital_only,3,True,11
F00881,25,M,Bengaluru,13.0026994609905,77.61614856863301,Argentina,dormant,11,False,16
F00882,35,M,Bengaluru,13.018154139304432,77.55993238589507,Germany,digital_only,7,True,98
F00883,27,F,Hyderabad,17.412992231298347,78.49590341330834,Netherlands,dormant,11,False,137
F00884,30,F,Kolkata,22.59398216343656,88.36381434300814,England,family,12,True,130
F00885,44,M,Delhi,28.61408595788251,77.17253369114543,England,casual,6,False,24
F00886,16,F,Mumbai,19.11707281639858,72.84547923557314,Morocco,dormant,10,False,34
F00887,26,M,Mumbai,19.069832470964826,72.90246157392959,Belgium,superfan,10,True,316
F00888,20,F,Bengaluru,12.983018556905458,77.62037549475693,Spain,family,6,True,36
F00889,23,M,Pune,18.563070801168834,73.87371249658975,Italy,casual,0,True,108
F00890,17,F,Pune,18.54866130612179,73.83645009645487,Portugal,family,4,False,45
F00891,30,M,Pune,18.55926776533449,73.8502181141539,Italy,family,6,True,11
F00892,39,M,Pune,18.48232346680098,73.86902107766994,Germany,family,9,True,2
F00893,21,M,Mumbai,19.072652471077113,72.84503345637347,Belgium,family,13,True,107
F00894,26,F,Ahmedabad,22.97341954499212,72.6018832899214,Mexico,casual,8,True,43
F00895,28,F,Bengaluru,12.947883317281782,77.56036027157347,Brazil,superfan,11,True,166
F00896,17,M,Ahmedabad,22.983721723161008,72.53605154152807,Brazil,digital_only,8,True,11
F00897,16,M,Ahmedabad,23.064280548798962,72.54909068073299,Spain,casual,9,False,19
F00898,31,F,Chennai,13.081297884191434,80.29386620535618,Germany,local_loyalist,6,False,126
F00899,32,M,Ahmedabad,22.992918523943118,72.54498561101607,Brazil,casual,0,True,43
F00900,16,F,Mumbai,19.097335311348342,72.90388810805052,Brazil,dormant,11,False,71
F00901,49,M,Delhi,28.56384289186446,77.19338214604848,England,local_loyalist,9,True,27
F00902,34,F,Hyderabad,17.368839318038386,78.4803204670075,Morocco,family,9,True,105
F00903,19,F,Chennai,13.097149667003245,80.30424520760987,Spain,casual,9,True,109
F00904,24,M,Bengaluru,12.974457209148884,77.56052339267804,Brazil,family,5,True,67
F00905,44,M,Pune,18.554170576522296,73.81701012461882,Spain,dormant,0,False,109
F00906,16,F,Ahmedabad,23.035088348512385,72.53777983385652,England,digital_only,10,True,57
F00907,43,M,Ahmedabad,23.03710901744959,72.61579125508901,Spain,local_loyalist,6,True,46
F00908,28,F,Chennai,13.081151955746288,80.29066877084605,USA,family,9,True,58
F00909,18,M,Pune,18.52429884037464,73.83140079252735,Mexico,casual,5,True,51
F00910,41,M,Mumbai,19.11188528558831,72.8809081655021,Mexico,digital_only,1,True,24
F00911,34,M,Ahmedabad,23.036258326437395,72.59659581713055,Brazil,casual,3,True,49
F00912,44,F,Chennai,13.053632601760945,80.26383808971408,Argentina,casual,7,True,8
F00913,17,F,Ahmedabad,23.039586361659868,72.56874698083155,Croatia,casual,9,True,23
F00914,33,F,Chennai,13.08229873081917,80.22432231514178,Brazil,superfan,1,True,15
F00915,30,M,Kolkata,22.61276337194811,88.33114907436084,USA,superfan,12,True,26
F00916,16,F,Delhi,28.605700230937693,77.19001454672846,France,casual,13,True,33
F00917,32,M,Ahmedabad,22.982801606520344,72.56746457232758,France,dormant,5,False,29
F00918,32,M,Hyderabad,17.412718671424532,78.49705800508269,Brazil,digital_only,9,False,2
F00919,25,M,Hyderabad,17.365387074344824,78.45233150472741,Argentina,dormant,1,False,150
F00920,25,Other,Pune,18.561113577013007,73.8028992744999,France,digital_only,12,True,5
F00921,16,F,Kolkata,22.531446456597454,88.32198840715849,Mexico,casual,3,False,4
F00922,32,F,Ahmedabad,22.99109692897117,72.57039290077242,USA,digital_only,4,True,14
F00923,33,M,Bengaluru,12.993385987020558,77.5730267388323,Netherlands,digital_only,7,True,32
F00924,41,M,Delhi,28.634929036054924,77.18051583305373,Argentina,superfan,9,False,250
F00925,37,M,Ahmedabad,22.986621530187023,72.54811530141139,Spain,local_loyalist,4,True,16
F00926,21,M,Bengaluru,12.97517822283941,77.63791532397515,Spain,casual,17,True,16
F00927,33,M,Hyderabad,17.36520764798091,78.4906064696185,Japan,local_loyalist,10,True,0
F00928,17,M,Mumbai,19.099556336250227,72.8963604359163,Spain,local_loyalist,6,True,4
F00929,27,M,Kolkata,22.600605248018674,88.33093813334457,USA,casual,9,True,10
F00930,38,Other,Mumbai,19.115919348645853,72.82059417558445,Mexico,superfan,6,True,31
F00931,29,M,Hyderabad,17.385344483194768,78.46890313540678,England,family,6,False,187
F00932,39,M,Delhi,28.659399773341367,77.20435402377306,England,digital_only,0,True,154
F00933,22,F,Hyderabad,17.366246326022992,78.4451906050989,Croatia,superfan,7,True,174
F00934,35,F,Kolkata,22.538077595484072,88.39001582366647,Japan,dormant,14,False,55
F00935,37,M,Hyderabad,17.345551236407903,78.43738286421939,Mexico,superfan,10,True,317
F00936,40,M,Hyderabad,17.370708497281537,78.49505747911094,Germany,local_loyalist,4,True,165
F00937,16,M,Mumbai,19.02872241388417,72.89387972898494,England,dormant,15,False,32
F00938,33,M,Bengaluru,12.998560179242302,77.63003760223476,Netherlands,casual,12,True,49
F00939,24,Other,Pune,18.557674986313163,73.81603659099048,Portugal,casual,12,True,21
F00940,32,M,Mumbai,19.09573055953349,72.87861105358982,Brazil,casual,6,True,68
F00941,31,M,Bengaluru,12.97464668510007,77.57417023791092,India,casual,6,True,20
F00942,30,M,Bengaluru,13.003473795477698,77.54331334621932,Italy,superfan,11,True,126
F00943,17,M,Chennai,13.044188515931241,80.31886105048194,Brazil,local_loyalist,1,True,9
F00944,34,M,Mumbai,19.08442054818407,72.91181917732298,Brazil,superfan,1,True,289
F00945,33,M,Bengaluru,12.967810694612,77.60737405742437,Spain,digital_only,1,True,217
F00946,27,M,Delhi,28.622440048747215,77.21793587899217,England,dormant,7,False,2
F00947,16,M,Bengaluru,12.989336261517472,77.61072942057416,Mexico,family,0,False,62
F00948,30,M,Bengaluru,12.966659287343562,77.62978310796015,France,local_loyalist,10,True,87
F00949,30,M,Kolkata,22.559895822705492,88.38854914332143,Germany,casual,2,True,12
F00950,30,F,Delhi,28.585057129142214,77.22338809732737,France,local_loyalist,6,True,19
F00951,21,M,Delhi,28.562074887374038,77.1603446116693,Brazil,digital_only,6,True,2
F00952,16,F,Hyderabad,17.351586639765948,78.50093907452512,Germany,digital_only,6,False,41
F00953,31,M,Chennai,13.034099591060812,80.30802977174184,Japan,casual,5,True,101
F00954,29,M,Ahmedabad,23.004076348934888,72.56678142961809,Portugal,family,1,True,28
F00955,53,F,Mumbai,19.04312642996491,72.83896476300195,Argentina,digital_only,6,True,126
F00956,32,M,Chennai,13.11281251918569,80.28385250461916,Germany,casual,5,False,49
F00957,22,M,Bengaluru,12.938418046148463,77.62822531233427,Portugal,casual,8,True,24
F00958,32,F,Kolkata,22.592264970236087,88.38223043293296,France,digital_only,1,True,96
F00959,36,F,Ahmedabad,23.005767709130577,72.59516307935672,Spain,family,8,True,30
F00960,25,F,Pune,18.56606008100125,73.86884093364557,Brazil,family,7,True,139
F00961,41,M,Mumbai,19.098679210086267,72.90670315987768,France,family,1,True,22
F00962,26,M,Pune,18.507432556461286,73.84638217187675,Brazil,superfan,16,True,1
F00963,26,F,Chennai,13.052902507929181,80.25922481813268,Japan,digital_only,8,True,208
F00964,31,M,Hyderabad,17.356351145064888,78.52023079734421,Japan,digital_only,4,True,53
F00965,36,F,Hyderabad,17.367136301898007,78.52444847750935,Spain,superfan,16,True,280
F00966,28,M,Ahmedabad,22.97627215909014,72.5548866721795,Germany,casual,14,True,125
F00967,36,M,Chennai,13.079477684347367,80.23865218297668,France,family,11,False,44
F00968,16,M,Mumbai,19.107390723878517,72.877055285495,Argentina,casual,8,False,10
F00969,23,M,Mumbai,19.11110655292739,72.85984924942731,Spain,digital_only,7,True,98
F00970,20,M,Pune,18.473184174454808,73.865679400463,England,casual,4,True,61
F00971,17,M,Kolkata,22.576966069897193,88.37567133680099,Argentina,superfan,17,True,325
F00972,40,M,Delhi,28.638391692884653,77.21858724552315,France,casual,10,True,40
F00973,37,Other,Kolkata,22.618045917085457,88.36381151254945,Portugal,dormant,14,False,31
F00974,16,F,Mumbai,19.093107588173456,72.86632296374091,Morocco,family,0,True,46
F00975,28,F,Kolkata,22.53127116827489,88.35869231483191,Germany,dormant,19,True,98
F00976,21,F,Chennai,13.076050915990818,80.26292107795416,Morocco,digital_only,8,False,17
F00977,50,F,Kolkata,22.54717686976738,88.35013674857171,Portugal,superfan,14,True,292
F00978,36,M,Pune,18.56831622899114,73.8244811731284,France,digital_only,3,True,17
F00979,43,F,Delhi,28.61170258622188,77.16442532690779,England,digital_only,11,True,31
F00980,42,F,Mumbai,19.111108513157404,72.90130869641139,France,family,12,True,44
F00981,32,Other,Mumbai,19.066419562242164,72.87973640749605,Argentina,superfan,1,True,68
F00982,31,M,Ahmedabad,23.022037221644098,72.60523501166837,Brazil,digital_only,17,True,48
F00983,46,F,Bengaluru,12.965875553198947,77.6338416275624,Brazil,casual,8,True,149
F00984,40,F,Hyderabad,17.339938277895087,78.51548341512374,Brazil,casual,19,True,106
F00985,19,F,Kolkata,22.590703388803384,88.33325802726112,Mexico,family,10,False,38
F00986,28,M,Delhi,28.581723347459242,77.2259090961396,Italy,digital_only,4,True,127
F00987,50,M,Delhi,28.635068921848873,77.24491838844727,Portugal,casual,4,True,9
F00988,31,F,Hyderabad,17.394097132412213,78.43606103571179,England,casual,11,True,1
F00989,45,F,Bengaluru,12.935314808366376,77.63857736651975,Netherlands,digital_only,1,True,30
F00990,33,M,Hyderabad,17.348108070230793,78.49319820929833,Brazil,family,0,True,40
F00991,29,F,Chennai,13.121087520852456,80.254696899837,Brazil,family,7,True,13
F00992,31,M,Pune,18.534593418480092,73.84364873493077,France,dormant,4,True,20
F00993,33,M,Mumbai,19.113508688964707,72.88908511754661,Spain,family,6,True,47
F00994,28,M,Mumbai,19.065163668468323,72.86349591063512,France,casual,2,True,7
F00995,24,F,Pune,18.50443713904045,73.86642589771401,Portugal,local_loyalist,3,False,64
F00996,31,M,Pune,18.4768525987597,73.8867993933336,Brazil,digital_only,8,True,42
F00997,33,F,Kolkata,22.53818806981516,88.32695860008207,Portugal,casual,10,False,34
F00998,31,F,Kolkata,22.569547156306534,88.4041425671818,Spain,family,6,False,42
F00999,49,M,Kolkata,22.524138419569972,88.31326017720514,Germany,superfan,3,True,151
F01000,33,F,Kolkata,22.543063464566142,88.33914022662883,Argentina,dormant,2,False,30
F01001,33,M,Chennai,13.109706288320224,80.22936383274474,England,digital_only,7,True,182
F01002,17,F,Mumbai,19.07349047841898,72.86593463713274,Brazil,local_loyalist,2,False,9
F01003,40,F,Mumbai,19.058161107386717,72.84879365547037,USA,local_loyalist,0,True,21
F01004,19,F,Kolkata,22.523735163481582,88.36002645074774,Spain,family,14,False,44
F01005,24,M,Kolkata,22.558146906399383,88.32379229897637,Argentina,local_loyalist,16,False,23
F01006,23,F,Ahmedabad,22.984418946390615,72.54044037747654,Argentina,local_loyalist,5,True,135
F01007,28,M,Chennai,13.032685195403415,80.26443112654667,Portugal,superfan,7,True,193
F01008,25,F,Hyderabad,17.345457215147476,78.51614748123427,Brazil,digital_only,0,True,22
F01009,28,M,Ahmedabad,22.995631271326094,72.61735071835734,Argentina,casual,0,True,41
F01010,27,F,Mumbai,19.03421069598326,72.84593916074209,France,family,13,True,13
F01011,25,F,Hyderabad,17.33841704365602,78.45116708270045,France,digital_only,4,True,196
F01012,41,M,Bengaluru,12.986754827233435,77.57614884299653,Portugal,local_loyalist,9,True,33
F01013,16,M,Delhi,28.563436820590134,77.1902701286232,Portugal,superfan,10,False,69
F01014,25,F,Kolkata,22.607014300555175,88.3992426177536,Argentina,superfan,9,True,149
F01015,19,M,Pune,18.522059981680297,73.80737098186722,Italy,local_loyalist,4,True,86
F01016,44,F,Chennai,13.030440160900378,80.22003301592595,Belgium,superfan,10,True,5
F01017,23,F,Ahmedabad,23.002450478062002,72.60569688353289,Brazil,superfan,5,True,223
F01018,31,Other,Pune,18.566829831466016,73.8489539542094,Croatia,superfan,8,True,23
F01019,40,M,Ahmedabad,22.994737581953274,72.61600669831796,Argentina,dormant,14,True,27
F01020,31,F,Chennai,13.088446993164462,80.2590562102427,England,family,16,True,112
F01021,33,M,Pune,18.53954531233885,73.8255502824239,Brazil,casual,4,True,274
F01022,49,F,Mumbai,19.096181309687587,72.85540049431813,Belgium,casual,10,False,28
F01023,25,F,Chennai,13.073553624341917,80.27593491918482,Morocco,casual,13,True,136
F01024,33,F,Pune,18.557593392544533,73.81760670360376,India,family,0,True,3
F01025,26,M,Delhi,28.64908576145077,77.2488008042848,Argentina,local_loyalist,11,True,7
F01026,32,M,Mumbai,19.07953195457829,72.8890131347937,Mexico,casual,12,True,105
F01027,16,M,Delhi,28.61942535671999,77.20687856826542,Argentina,casual,5,True,42
F01028,22,F,Bengaluru,12.924644881728577,77.55585415355917,Spain,superfan,13,True,52
F01029,24,M,Chennai,13.122907091484171,80.24494512669524,England,local_loyalist,18,True,164
F01030,19,M,Bengaluru,12.972814005727376,77.62887277285517,Germany,family,11,True,119
F01031,32,F,Mumbai,19.065151183907467,72.8311597020007,Germany,casual,3,True,18
F01032,16,F,Mumbai,19.067870168189035,72.83040102977282,Japan,superfan,6,True,238
F01033,33,M,Ahmedabad,23.06268163539284,72.59056876464523,Argentina,superfan,8,True,100
F01034,28,M,Kolkata,22.58016700217636,88.3708571724306,France,dormant,7,False,27
F01035,17,F,Bengaluru,12.973870018609139,77.5700159876446,England,casual,11,True,12
F01036,16,M,Kolkata,22.605614957259593,88.40095689433446,Spain,family,18,True,16
F01037,18,M,Bengaluru,13.003333562050527,77.57478278037861,Argentina,local_loyalist,12,True,16
F01038,45,F,Delhi,28.636464961159035,77.22785142948526,Brazil,casual,9,True,12
F01039,17,M,Hyderabad,17.35309630043006,78.4699180764989,Portugal,casual,9,True,39
F01040,16,F,Hyderabad,17.343105574342164,78.50166624181337,Germany,casual,7,False,81
F01041,39,M,Kolkata,22.554252350736675,88.4053074322222,Argentina,local_loyalist,17,True,31
F01042,25,F,Delhi,28.58802653001744,77.22144961527844,Brazil,family,9,True,5
F01043,36,F,Mumbai,19.026002179758827,72.88645134329823,Mexico,local_loyalist,9,True,200
F01044,43,M,Hyderabad,17.363874449424365,78.47117645502264,Netherlands,digital_only,2,True,13
F01045,18,M,Bengaluru,12.983332713236509,77.6088524402108,Belgium,superfan,2,True,184
F01046,44,M,Mumbai,19.093465449785306,72.91277710984069,Germany,dormant,11,False,77
F01047,29,M,Mumbai,19.08162528268371,72.91076392933095,USA,family,3,True,59
F01048,33,F,Hyderabad,17.3335774690714,78.43172939757672,India,casual,2,True,10
F01049,22,M,Kolkata,22.545361205569193,88.37630234383244,Japan,dormant,11,False,18
F01050,16,F,Hyderabad,17.389106207804897,78.4593527954168,Germany,local_loyalist,15,True,22
F01051,32,M,Kolkata,22.570554593796817,88.37501417346469,Morocco,local_loyalist,9,True,2
F01052,33,F,Bengaluru,13.015878460472504,77.617326115208,USA,family,0,False,13
F01053,38,M,Pune,18.499438988593923,73.85579923148934,Italy,family,7,False,5
F01054,28,M,Pune,18.50835018811159,73.80014257282875,Germany,local_loyalist,8,True,69
F01055,43,M,Chennai,13.071756261944802,80.28656648349427,Argentina,casual,6,True,110
F01056,32,F,Chennai,13.064932703597592,80.30434824928142,Brazil,casual,8,True,15
F01057,40,M,Chennai,13.11720534313795,80.25937204065322,Mexico,dormant,4,True,0
F01058,24,M,Chennai,13.050194086451198,80.23546753031279,England,casual,15,True,37
F01059,19,M,Kolkata,22.572334849441916,88.38346220404323,England,casual,7,True,14
F01060,21,M,Delhi,28.60130543479534,77.19824754444178,Portugal,digital_only,2,True,182
F01061,16,M,Chennai,13.06380895216304,80.25026457121918,Italy,digital_only,1,False,37
F01062,28,M,Kolkata,22.585201461533913,88.38081516877406,Japan,local_loyalist,0,True,41
F01063,32,M,Kolkata,22.594827537439727,88.40496941809192,Belgium,dormant,8,False,26
F01064,46,F,Hyderabad,17.37439336497031,78.48969602868456,France,casual,9,True,62
F01065,49,F,Bengaluru,12.992550568509177,77.63253428107701,Spain,casual,2,True,18
F01066,22,M,Pune,18.563779228678676,73.88266863036714,Netherlands,casual,5,False,118
F01067,25,M,Ahmedabad,23.041853329297002,72.53561649589875,Portugal,family,13,False,51
F01068,36,F,Mumbai,19.036962409303158,72.88973580668338,Brazil,local_loyalist,2,True,3
F01069,35,F,Kolkata,22.56003251833278,88.31827386847509,Morocco,casual,20,True,9
F01070,21,M,Delhi,28.63899117002228,77.15393194876685,Spain,family,0,True,24
F01071,22,M,Ahmedabad,22.97746241214191,72.58174519819443,Spain,family,10,False,18
F01072,27,M,Bengaluru,12.949611713061191,77.62864360553554,Germany,family,3,True,62
F01073,22,M,Chennai,13.12244943585303,80.27723545120276,Japan,dormant,7,True,40
F01074,47,F,Hyderabad,17.38469348524482,78.47807814179491,Spain,casual,3,False,63
F01075,18,F,Mumbai,19.072222929477032,72.87531767061368,England,family,3,False,127
F01076,35,M,Mumbai,19.060934296382896,72.88615767405742,Germany,digital_only,14,True,24
F01077,16,M,Delhi,28.592733362574982,77.24853576097748,England,family,0,True,37
F01078,28,M,Mumbai,19.058303835041826,72.83555400915006,Brazil,local_loyalist,4,False,146
F01079,27,M,Delhi,28.579320448488186,77.23681466487287,Brazil,family,4,True,0
F01080,50,M,Pune,18.502461724231146,73.81827739026635,India,local_loyalist,10,False,68
F01081,24,M,Pune,18.522423403788327,73.82692099191144,Italy,casual,3,True,0
F01082,24,M,Kolkata,22.547088605502637,88.31433456199274,Morocco,digital_only,13,True,23
F01083,50,Other,Kolkata,22.590502125949687,88.33910067943792,England,dormant,10,True,2
F01084,29,M,Hyderabad,17.390176444211047,78.52986478849343,France,dormant,8,True,37
F01085,16,M,Hyderabad,17.365343655449042,78.45138352556671,Portugal,superfan,3,True,239
F01086,29,M,Delhi,28.65033146675662,77.19833182215523,Morocco,casual,10,True,33
F01087,25,M,Bengaluru,12.956126172907041,77.54219705708026,England,casual,11,False,26
F01088,38,M,Hyderabad,17.41453351220226,78.47932935805628,Portugal,local_loyalist,5,True,187
F01089,23,F,Chennai,13.124102708265758,80.276963010427,France,family,5,True,46
F01090,54,M,Ahmedabad,22.972477412693436,72.59545395326953,Brazil,casual,10,True,101
F01091,30,M,Hyderabad,17.40918742650625,78.47682709302646,Portugal,digital_only,16,True,48
