session_id,fan_id,match_id,session_seconds,pages_viewed,device,converted_to_purchase,timestamp
S003937,F00531,M038,185,"merch_store, highlights, home",desktop,False,2026-06-29
S003938,F05474,M014,654,live_scores,mobile,False,2026-06-09
S003939,F05917,M015,607,"fan_zone, ticket_checkout, highlights, home, merch_store",desktop,False,2026-06-20
S003940,F01785,M001,163,"match_schedule, fan_zone, highlights, merch_store",desktop,False,2026-06-11
S003941,F03029,M011,51,"highlights, team_profile, live_scores, merch_store",mobile,False,2026-06-18
S003942,F01606,M002,71,"fan_zone, account, home",mobile,False,2026-06-05
S003943,F01620,M038,511,highlights,mobile,False,2026-07-01
S003944,F03602,M010,337,"match_schedule, live_scores, merch_store",tablet,False,2026-06-16
S003945,F00849,M001,280,"fan_zone, match_schedule, merch_store",mobile,False,2026-06-15
S003946,F03334,M005,45,"home, match_schedule",tablet,False,2026-06-13
S003947,F00221,M032,246,live_scores,tablet,False,2026-06-22
S003948,F05884,M048,109,"fan_zone, ticket_checkout, highlights, merch_store",mobile,False,2026-07-07
S003949,F01565,M044,215,"merch_store, highlights",mobile,False,2026-07-05
S003950,F01545,M001,837,"ticket_checkout, fan_zone, home, account",mobile,False,2026-06-08
S003951,F04211,M019,5,"account, team_profile, fan_zone",tablet,False,2026-06-11
S003952,F02541,M033,179,"home, ticket_checkout, highlights",mobile,False,2026-06-18
S003953,F04837,M022,75,"home, merch_store, live_scores",mobile,True,2026-06-16
S003954,F05239,M044,531,account,mobile,False,2026-07-06
S003955,F02270,M014,59,"match_schedule, highlights, ticket_checkout",mobile,False,2026-06-13
S003956,F00670,M019,282,"merch_store, match_schedule",tablet,False,2026-06-19
S003957,F01298,M021,311,highlights,mobile,False,2026-06-24
S003958,F01765,M001,122,"highlights, merch_store, ticket_checkout",mobile,False,2026-06-14
S003959,F02036,M037,74,"fan_zone, account, highlights, merch_store, live_scores",mobile,True,2026-06-23
S003960,F05624,M035,191,"live_scores, account",mobile,False,2026-06-25
S003961,F01668,M001,166,"home, fan_zone, highlights, team_profile, live_scores",mobile,False,2026-06-04
S003962,F04940,M026,10,highlights,desktop,False,2026-06-19
S003963,F05911,M002,9,"merch_store, account, match_schedule, ticket_checkout, home",mobile,False,2026-06-05
S003964,F04793,M025,667,"live_scores, team_profile, home",mobile,False,2026-06-16
S003965,F04242,M005,194,"home, ticket_checkout, team_profile, merch_store",desktop,False,2026-06-11
S003966,F01251,M043,165,match_schedule,mobile,False,2026-06-27
S003967,F04612,M011,211,fan_zone,mobile,False,2026-06-20
S003968,F01080,M016,350,"ticket_checkout, highlights, live_scores, home",mobile,False,2026-06-12
S003969,F01378,M038,54,"merch_store, live_scores",mobile,False,2026-06-23
S003970,F01380,M034,52,"account, team_profile",desktop,False,2026-06-28
S003971,F05313,M019,5,"fan_zone, match_schedule, home, highlights, ticket_checkout",mobile,False,2026-06-12
S003972,F04641,M031,454,"merch_store, account, home, team_profile, match_schedule",mobile,False,2026-06-25
S003973,F03724,M018,260,"highlights, match_schedule, team_profile, ticket_checkout, account",mobile,False,2026-06-13
S003974,F00379,M047,97,"match_schedule, merch_store, fan_zone",tablet,False,2026-06-27
S003975,F01494,M011,220,"fan_zone, home, match_schedule",mobile,False,2026-06-16
S003976,F03079,M029,91,"team_profile, fan_zone, merch_store, account, ticket_checkout",mobile,False,2026-06-21
S003977,F00621,M047,102,"fan_zone, home",mobile,False,2026-07-04
S003978,F04884,M011,167,"match_schedule, highlights, account, ticket_checkout, merch_store",mobile,False,2026-06-09
S003979,F02637,M005,15,"ticket_checkout, live_scores, merch_store, fan_zone",mobile,False,2026-06-06
S003980,F01937,M035,239,"highlights, account, home, fan_zone",mobile,False,2026-06-19
S003981,F00665,M048,100,"match_schedule, merch_store",mobile,False,2026-06-30
S003982,F03627,M041,331,highlights,mobile,False,2026-06-25
S003983,F02222,M011,314,team_profile,mobile,False,2026-06-12
S003984,F05950,M001,12,"account, merch_store",mobile,False,2026-06-03
S003985,F02498,M046,12,"team_profile, home, account, live_scores",mobile,False,2026-06-30
S003986,F03087,M008,121,ticket_checkout,mobile,False,2026-06-13
S003987,F02702,M031,208,merch_store,mobile,False,2026-06-19
S003988,F04385,M031,55,"live_scores, team_profile, home, match_schedule",mobile,True,2026-06-19
S003989,F01478,M037,14,"match_schedule, merch_store, fan_zone, live_scores, home",mobile,False,2026-06-28
S003990,F05559,M032,63,"account, match_schedule, home, merch_store, live_scores",mobile,False,2026-06-23
S003991,F01352,M012,128,account,mobile,False,2026-06-19
S003992,F04834,M036,9,"match_schedule, highlights, account",mobile,False,2026-06-21
S003993,F00404,M006,5,"highlights, team_profile, fan_zone",mobile,False,2026-06-13
S003994,F01453,M018,71,"ticket_checkout, highlights, team_profile, account",mobile,False,2026-06-18
S003995,F01022,M017,155,"merch_store, fan_zone, match_schedule, ticket_checkout",mobile,False,2026-06-18
S003996,F00206,M041,42,"team_profile, account, ticket_checkout, fan_zone",desktop,False,2026-06-28
S003997,F03646,M047,499,fan_zone,mobile,False,2026-07-01
S003998,F02769,M006,441,"ticket_checkout, home, account, match_schedule, highlights",mobile,False,2026-06-07
S003999,F01962,M006,356,"merch_store, ticket_checkout, home",mobile,False,2026-06-08
S004000,F03444,M042,361,match_schedule,mobile,False,2026-06-30
S004001,F02610,M033,696,"account, highlights, ticket_checkout, live_scores",mobile,False,2026-06-22
S004002,F05050,M028,309,"fan_zone, match_schedule, account",mobile,False,2026-06-23
S004003,F04502,M012,67,account,mobile,False,2026-06-07
S004004,F02273,M007,76,"team_profile, merch_store, match_schedule",desktop,False,2026-06-08
S004005,F02400,M004,127,"live_scores, match_schedule, ticket_checkout, highlights",mobile,False,2026-06-11
S004006,F02625,M002,33,"home, merch_store, live_scores, highlights",mobile,False,2026-06-11
S004007,F00728,M018,180,highlights,mobile,False,2026-06-23
S004008,F03244,M043,41,live_scores,desktop,False,2026-06-29
S004009,F02397,M011,5,"fan_zone, account, ticket_checkout",mobile,False,2026-06-16
S004010,F03795,M026,18,team_profile,mobile,True,2026-06-26
S004011,F04801,M034,423,"merch_store, home, team_profile",mobile,False,2026-06-23
S004012,F03807,M048,262,"fan_zone, team_profile, home, account, match_schedule",tablet,False,2026-07-05
S004013,F00741,M044,39,"live_scores, highlights, home, ticket_checkout, fan_zone",desktop,True,2026-06-26
S004014,F02090,M013,628,"highlights, fan_zone, match_schedule",tablet,False,2026-06-14
S004015,F00531,M041,188,"merch_store, highlights",mobile,False,2026-06-24
S004016,F05406,M031,245,"merch_store, match_schedule, live_scores, home, ticket_checkout",mobile,False,2026-06-17
S004017,F00790,M003,16,merch_store,mobile,False,2026-06-16
S004018,F00414,M011,9,"team_profile, live_scores, ticket_checkout",mobile,False,2026-06-18
S004019,F03300,M029,26,"home, match_schedule, fan_zone, team_profile",desktop,False,2026-06-18
S004020,F03250,M044,75,"highlights, live_scores",mobile,False,2026-07-01
S004021,F02112,M014,365,"home, account, live_scores",mobile,False,2026-06-14
S004022,F02349,M002,55,"team_profile, highlights, live_scores, ticket_checkout, match_schedule",mobile,False,2026-06-08
S004023,F03133,M021,86,"home, account, ticket_checkout",mobile,False,2026-06-23
S004024,F02174,M012,31,"ticket_checkout, match_schedule, home, merch_store",mobile,False,2026-06-10
S004025,F01877,M040,186,"highlights, account, live_scores, ticket_checkout",desktop,False,2026-06-30
S004026,F04058,M007,72,"highlights, merch_store, match_schedule, team_profile, live_scores",desktop,False,2026-06-14
S004027,F03665,M030,191,home,mobile,False,2026-06-23
S004028,F01599,M047,249,"live_scores, highlights, fan_zone, merch_store",desktop,False,2026-07-08
S004029,F00218,M047,63,"highlights, live_scores, match_schedule, team_profile",mobile,False,2026-07-06
S004030,F03589,M011,93,"match_schedule, home, merch_store, team_profile",desktop,False,2026-06-19
S004031,F05423,M012,78,fan_zone,mobile,False,2026-06-13
S004032,F05369,M027,87,"merch_store, home, live_scores, match_schedule, team_profile",mobile,False,2026-06-18
S004033,F03772,M038,252,fan_zone,mobile,False,2026-07-02
S004034,F00888,M021,155,live_scores,mobile,False,2026-06-21
S004035,F01314,M045,150,"team_profile, highlights, merch_store",mobile,False,2026-06-25
S004036,F02615,M017,69,"match_schedule, live_scores, fan_zone, highlights, home",mobile,False,2026-06-23
S004037,F04012,M002,13,"account, home, fan_zone",mobile,False,2026-06-13
S004038,F03959,M029,12,"ticket_checkout, home, merch_store, match_schedule",mobile,False,2026-06-22
S004039,F05417,M017,64,"merch_store, team_profile, fan_zone, ticket_checkout, match_schedule",mobile,False,2026-06-11
S004040,F01742,M015,123,"fan_zone, account, merch_store, match_schedule",mobile,False,2026-06-15
S004041,F00194,M006,570,"account, match_schedule",mobile,False,2026-06-04
S004042,F00539,M038,64,"live_scores, fan_zone, home, team_profile, highlights",mobile,False,2026-06-28
S004043,F01899,M034,68,live_scores,mobile,False,2026-06-24
S004044,F04853,M018,132,"live_scores, team_profile",mobile,False,2026-06-22
S004045,F02358,M001,189,"team_profile, home, live_scores, highlights, ticket_checkout",desktop,True,2026-06-02
S004046,F03737,M019,40,"match_schedule, fan_zone, account, ticket_checkout",mobile,False,2026-06-15
S004047,F01455,M032,56,home,mobile,False,2026-06-21
S004048,F00985,M028,66,"fan_zone, match_schedule, home",mobile,False,2026-06-18
S004049,F02459,M030,343,"account, home",mobile,False,2026-06-18
S004050,F04437,M018,86,match_schedule,mobile,False,2026-06-11
S004051,F01806,M027,5,"account, live_scores, merch_store",mobile,False,2026-06-16
S004052,F05008,M032,289,"fan_zone, team_profile, account",desktop,False,2026-06-25
S004053,F03582,M013,147,merch_store,mobile,False,2026-06-08
S004054,F05243,M012,89,"match_schedule, team_profile",mobile,False,2026-06-13
S004055,F02523,M001,115,"home, ticket_checkout, fan_zone",mobile,False,2026-06-13
S004056,F05427,M022,19,"home, ticket_checkout, account",desktop,False,2026-06-25
S004057,F00573,M029,52,match_schedule,mobile,False,2026-06-19
S004058,F05206,M018,86,"ticket_checkout, home, live_scores, team_profile",mobile,False,2026-06-17
S004059,F02325,M034,164,"live_scores, highlights",mobile,False,2026-06-22
S004060,F03146,M007,211,"fan_zone, home",mobile,False,2026-06-12
S004061,F04582,M014,744,"highlights, fan_zone",mobile,False,2026-06-15
S004062,F00479,M034,124,"ticket_checkout, highlights, account, match_schedule, merch_store",mobile,False,2026-07-01
S004063,F02402,M041,66,"highlights, home, fan_zone, merch_store",mobile,False,2026-07-04
S004064,F01114,M048,123,fan_zone,desktop,False,2026-06-25
S004065,F03222,M032,84,"live_scores, highlights, ticket_checkout, team_profile, account",mobile,False,2026-06-29
S004066,F01104,M041,5,"team_profile, merch_store",mobile,False,2026-06-22
S004067,F03534,M023,272,"ticket_checkout, fan_zone",mobile,False,2026-06-26
S004068,F02613,M006,321,"account, live_scores",mobile,False,2026-06-14
S004069,F00246,M002,203,"fan_zone, home, ticket_checkout",mobile,False,2026-06-09
S004070,F01403,M009,262,"team_profile, account, live_scores",desktop,False,2026-06-06
S004071,F05647,M011,57,"merch_store, fan_zone, highlights, home",mobile,False,2026-06-11
S004072,F02634,M037,105,"live_scores, ticket_checkout, fan_zone, highlights",mobile,False,2026-06-24
S004073,F04785,M036,5,highlights,mobile,False,2026-06-21
S004074,F00818,M022,5,account,mobile,False,2026-06-25
S004075,F05880,M014,23,"fan_zone, match_schedule, ticket_checkout",desktop,False,2026-06-16
S004076,F04429,M021,38,"team_profile, fan_zone, ticket_checkout, account",mobile,False,2026-06-15
S004077,F03153,M040,28,"ticket_checkout, live_scores",desktop,False,2026-06-22
S004078,F01804,M036,480,"account, team_profile, fan_zone",desktop,False,2026-06-22
S004079,F02244,M035,118,live_scores,mobile,False,2026-06-19
S004080,F04846,M031,99,"team_profile, merch_store, highlights, ticket_checkout, match_schedule",mobile,True,2026-06-30
S004081,F04224,M043,394,account,mobile,False,2026-07-05
S004082,F01386,M048,38,"match_schedule, team_profile, fan_zone, home, live_scores",mobile,False,2026-06-30
S004083,F04437,M029,7,"ticket_checkout, account, fan_zone, home, highlights",mobile,False,2026-06-22
S004084,F02890,M031,27,"highlights, home, ticket_checkout",mobile,False,2026-06-19
S004085,F00389,M034,203,"ticket_checkout, live_scores",mobile,False,2026-06-30
S004086,F01343,M032,305,"live_scores, fan_zone, home, match_schedule",mobile,False,2026-06-20
S004087,F04654,M004,224,account,mobile,False,2026-06-06
S004088,F05416,M029,26,"account, home, merch_store, highlights",mobile,False,2026-06-17
S004089,F02744,M044,89,highlights,tablet,False,2026-06-30
S004090,F05818,M041,29,"live_scores, home, account, match_schedule",mobile,False,2026-06-26
S004091,F02507,M032,391,"fan_zone, match_schedule, merch_store, team_profile, ticket_checkout",desktop,False,2026-06-20
S004092,F01799,M017,278,"merch_store, match_schedule, account, ticket_checkout, highlights",mobile,False,2026-06-18
S004093,F04060,M039,427,"account, team_profile, highlights, live_scores, home",mobile,False,2026-07-03
S004094,F04848,M026,53,"home, fan_zone, team_profile",mobile,False,2026-06-24
S004095,F03449,M023,69,match_schedule,mobile,False,2026-06-25
S004096,F02587,M016,247,"account, team_profile, match_schedule, home",mobile,False,2026-06-15
S004097,F02549,M001,754,match_schedule,mobile,False,2026-06-04
S004098,F00120,M035,26,"team_profile, highlights, merch_store, fan_zone",mobile,False,2026-06-27
S004099,F03154,M043,178,home,mobile,False,2026-06-24
S004100,F04775,M001,5,"ticket_checkout, home",mobile,False,2026-06-12
S004101,F03022,M027,128,"account, live_scores, highlights",mobile,False,2026-06-15
S004102,F01509,M012,292,ticket_checkout,mobile,False,2026-06-16
S004103,F02122,M003,10,"live_scores, team_profile",desktop,False,2026-06-07
S004104,F02445,M012,286,"fan_zone, match_schedule, home",mobile,False,2026-06-16
S004105,F02132,M022,274,"ticket_checkout, home, live_scores, fan_zone, match_schedule",mobile,False,2026-06-24
S004106,F05708,M016,999,"fan_zone, live_scores",mobile,False,2026-06-18
S004107,F02790,M012,94,"highlights, account",mobile,False,2026-06-11
S004108,F05623,M048,115,"match_schedule, home",mobile,False,2026-06-28
S004109,F01728,M011,451,"account, ticket_checkout, live_scores, match_schedule",mobile,False,2026-06-11
S004110,F03979,M048,55,"merch_store, home, fan_zone",desktop,False,2026-06-27
S004111,F01977,M027,24,"merch_store, match_schedule, account, team_profile",mobile,False,2026-06-21
S004112,F04020,M013,18,merch_store,mobile,False,2026-06-10
S004113,F02379,M040,116,"team_profile, home, merch_store",desktop,False,2026-06-21
S004114,F01025,M024,70,"live_scores, home, match_schedule, fan_zone, team_profile",mobile,False,2026-06-17
S004115,F05702,M016,501,"highlights, account, home, live_scores, ticket_checkout",mobile,False,2026-06-11
S004116,F04399,M026,51,"team_profile, home, match_schedule, account",mobile,False,2026-06-26
S004117,F00768,M044,267,"merch_store, team_profile, live_scores, highlights, match_schedule",mobile,False,2026-06-24
S004118,F01195,M015,110,"live_scores, team_profile, home, account",mobile,False,2026-06-15
S004119,F03582,M018,38,"home, team_profile, match_schedule, highlights, fan_zone",mobile,False,2026-06-20
S004120,F01753,M001,600,"fan_zone, ticket_checkout, highlights, match_schedule, live_scores",mobile,False,2026-06-10
S004121,F05573,M046,34,"merch_store, match_schedule, home, ticket_checkout",mobile,False,2026-06-27
S004122,F02415,M047,102,home,mobile,True,2026-06-29
S004123,F00944,M007,31,"home, highlights, merch_store, match_schedule, fan_zone",mobile,False,2026-06-12
S004124,F03353,M004,215,"live_scores, account, home, highlights, fan_zone",mobile,False,2026-06-11
S004125,F00574,M041,116,team_profile,desktop,False,2026-06-30
S004126,F00361,M021,52,"match_schedule, account, highlights, merch_store, team_profile",tablet,False,2026-06-14
S004127,F05456,M021,86,"merch_store, home, account, fan_zone, team_profile",mobile,False,2026-06-16
S004128,F04606,M048,198,"team_profile, merch_store, account, fan_zone, highlights",desktop,False,2026-07-06
S004129,F02947,M003,75,"merch_store, live_scores",mobile,False,2026-06-05
S004130,F02577,M024,52,home,mobile,False,2026-06-21
S004131,F04129,M043,88,"match_schedule, highlights, live_scores",mobile,False,2026-06-27
S004132,F05674,M001,73,"match_schedule, live_scores, fan_zone, ticket_checkout, home",mobile,False,2026-06-15
S004133,F04060,M025,103,"team_profile, highlights, live_scores",mobile,False,2026-06-25
S004134,F05976,M021,165,"ticket_checkout, fan_zone, team_profile, merch_store",mobile,False,2026-06-14
S004135,F00197,M041,157,"fan_zone, ticket_checkout, merch_store, team_profile",mobile,False,2026-06-27
S004136,F02605,M033,169,"match_schedule, live_scores",desktop,False,2026-06-28
S004137,F01844,M006,724,"team_profile, account, merch_store, ticket_checkout, home",mobile,False,2026-06-11
S004138,F05211,M025,65,"merch_store, home, live_scores, match_schedule",mobile,False,2026-06-27
S004139,F01438,M010,132,highlights,mobile,False,2026-06-16
S004140,F02506,M027,12,match_schedule,mobile,False,2026-06-28
S004141,F03301,M032,48,"fan_zone, live_scores, team_profile, match_schedule, merch_store",desktop,False,2026-06-24
S004142,F02322,M014,5,"match_schedule, merch_store",mobile,False,2026-06-16
S004143,F01217,M002,29,"live_scores, merch_store, match_schedule, highlights",mobile,False,2026-06-12
S004144,F01163,M028,174,home,mobile,False,2026-06-17
S004145,F05181,M032,104,team_profile,mobile,False,2026-06-17
S004146,F00258,M009,5,team_profile,mobile,False,2026-06-13
S004147,F03243,M035,672,"home, fan_zone, account, ticket_checkout, highlights",desktop,False,2026-06-21
S004148,F01919,M009,377,"match_schedule, ticket_checkout, highlights, home",mobile,False,2026-06-14
S004149,F05517,M030,90,"fan_zone, match_schedule, merch_store, home",mobile,False,2026-06-18
S004150,F00327,M029,75,"fan_zone, home, account, match_schedule",mobile,False,2026-06-16
S004151,F02129,M039,8,"merch_store, account",mobile,False,2026-07-03
S004152,F03794,M009,33,home,desktop,False,2026-06-17
S004153,F03335,M037,246,home,desktop,False,2026-06-20
S004154,F00633,M045,109,home,mobile,False,2026-06-29
S004155,F03256,M030,254,"account, live_scores",mobile,False,2026-06-21
S004156,F01981,M007,124,"account, live_scores, home, ticket_checkout, highlights",mobile,False,2026-06-09
S004157,F02256,M011,319,"merch_store, ticket_checkout, account, live_scores",mobile,False,2026-06-20
S004158,F00915,M039,171,"account, highlights",mobile,False,2026-06-22
S004159,F03388,M005,40,"match_schedule, home",desktop,False,2026-06-14
S004160,F05677,M003,121,"live_scores, fan_zone, ticket_checkout",desktop,False,2026-06-10
S004161,F04009,M022,95,home,mobile,False,2026-06-25
S004162,F02812,M028,115,"live_scores, merch_store",mobile,False,2026-06-15
S004163,F00672,M028,134,live_scores,mobile,False,2026-06-17
S004164,F02044,M021,136,"highlights, match_schedule, home, team_profile",mobile,False,2026-06-17
S004165,F02539,M034,78,highlights,mobile,False,2026-06-21
S004166,F02170,M048,32,"team_profile, home, ticket_checkout, highlights, match_schedule",mobile,False,2026-07-06
S004167,F02945,M038,81,"fan_zone, home",desktop,False,2026-07-03
S004168,F01576,M040,45,"match_schedule, team_profile, merch_store",desktop,False,2026-06-27
S004169,F03938,M007,194,home,mobile,False,2026-06-07
S004170,F04959,M026,73,highlights,desktop,False,2026-06-20
S004171,F02948,M033,455,account,desktop,False,2026-06-28
S004172,F03092,M008,327,"match_schedule, highlights, account, ticket_checkout",mobile,False,2026-06-13
S004173,F02981,M017,294,"team_profile, home, account, live_scores, match_schedule",mobile,False,2026-06-20
S004174,F04165,M011,191,"merch_store, fan_zone, match_schedule, team_profile",desktop,False,2026-06-15
S004175,F04747,M030,39,highlights,mobile,False,2026-06-21
S004176,F00143,M007,80,"home, live_scores, match_schedule",mobile,False,2026-06-13
S004177,F01472,M012,18,"fan_zone, highlights, account, live_scores",tablet,False,2026-06-08
S004178,F01860,M006,44,"fan_zone, account, merch_store, team_profile, match_schedule",mobile,False,2026-06-06
S004179,F04014,M012,141,team_profile,mobile,False,2026-06-11
S004180,F02085,M014,10,"merch_store, live_scores, home, highlights, account",mobile,False,2026-06-16
S004181,F03722,M001,115,"ticket_checkout, home, live_scores",desktop,False,2026-06-06
S004182,F03691,M004,185,"highlights, account, fan_zone, live_scores",mobile,False,2026-06-11
S004183,F02960,M029,86,"merch_store, team_profile",desktop,False,2026-06-16
S004184,F00076,M035,6,"home, match_schedule, live_scores",mobile,False,2026-06-28
S004185,F04111,M041,215,"account, team_profile, fan_zone, ticket_checkout",mobile,False,2026-07-01
S004186,F04075,M005,37,"home, merch_store, highlights, team_profile, account",mobile,False,2026-06-13
S004187,F01422,M011,55,"home, team_profile, account, highlights",mobile,False,2026-06-19
S004188,F03975,M019,468,"highlights, merch_store, home, live_scores",mobile,False,2026-06-23
S004189,F05507,M002,118,"live_scores, team_profile, merch_store, home",tablet,False,2026-06-12
S004190,F00998,M016,116,"fan_zone, live_scores, home, ticket_checkout",tablet,False,2026-06-14
S004191,F02247,M044,347,"highlights, ticket_checkout, match_schedule",desktop,False,2026-07-03
S004192,F02847,M036,69,ticket_checkout,mobile,False,2026-07-01
S004193,F04577,M008,57,"home, live_scores, fan_zone, account, ticket_checkout",mobile,False,2026-06-16
S004194,F03241,M004,93,"live_scores, match_schedule, ticket_checkout, account",mobile,False,2026-06-11
S004195,F00297,M002,634,team_profile,desktop,False,2026-06-05
S004196,F02081,M006,385,"team_profile, match_schedule",desktop,False,2026-06-06
S004197,F02207,M035,230,"live_scores, team_profile, merch_store",mobile,False,2026-06-29
S004198,F00579,M035,25,"highlights, merch_store, live_scores, ticket_checkout",mobile,False,2026-06-23
S004199,F02524,M015,291,highlights,mobile,False,2026-06-13
S004200,F04547,M028,168,"live_scores, home",mobile,False,2026-06-27
S004201,F04978,M042,432,"highlights, home",mobile,False,2026-07-01
S004202,F04556,M004,5,"match_schedule, fan_zone, highlights",mobile,False,2026-06-16
S004203,F00678,M011,457,"account, ticket_checkout, fan_zone",mobile,False,2026-06-09
S004204,F01634,M045,242,"team_profile, live_scores, match_schedule, highlights, fan_zone",mobile,False,2026-06-26
S004205,F04788,M012,11,"live_scores, ticket_checkout, team_profile, account, fan_zone",mobile,False,2026-06-19
S004206,F02416,M028,228,"match_schedule, live_scores, fan_zone, merch_store, home",desktop,False,2026-06-24
S004207,F04963,M048,107,merch_store,mobile,False,2026-07-06
S004208,F04258,M021,397,"live_scores, match_schedule, highlights, merch_store",desktop,False,2026-06-22
S004209,F02219,M024,57,merch_store,desktop,False,2026-06-24
S004210,F01202,M006,133,"team_profile, merch_store",mobile,False,2026-06-06
S004211,F05912,M017,27,match_schedule,mobile,False,2026-06-16
S004212,F04006,M041,125,"fan_zone, team_profile, home",mobile,False,2026-07-04
S004213,F01192,M030,16,home,mobile,True,2026-06-22
S004214,F03203,M002,133,"team_profile, account, merch_store, home",desktop,False,2026-06-08
S004215,F02089,M038,17,highlights,mobile,False,2026-07-01
S004216,F04790,M019,60,"account, match_schedule, team_profile",mobile,False,2026-06-17
S004217,F04689,M040,86,"ticket_checkout, merch_store",mobile,False,2026-06-26
S004218,F03718,M027,184,highlights,mobile,False,2026-06-27
S004219,F00372,M015,31,"account, highlights, team_profile, merch_store, ticket_checkout",desktop,False,2026-06-20
S004220,F00578,M028,25,"match_schedule, live_scores, team_profile, merch_store",mobile,False,2026-06-23
S004221,F00679,M022,134,fan_zone,desktop,False,2026-06-14
S004222,F05014,M043,46,"merch_store, team_profile, account, live_scores, highlights",mobile,False,2026-07-05
S004223,F03627,M032,25,"team_profile, fan_zone, ticket_checkout, highlights",mobile,False,2026-06-30
S004224,F00402,M037,412,"match_schedule, home, ticket_checkout, live_scores",mobile,False,2026-06-30
S004225,F04589,M023,132,"account, fan_zone, home, merch_store, match_schedule",desktop,False,2026-06-23
S004226,F03620,M030,168,highlights,desktop,False,2026-06-23
S004227,F05379,M011,14,"ticket_checkout, home, match_schedule",mobile,False,2026-06-16
S004228,F05723,M035,420,"ticket_checkout, merch_store, highlights",mobile,False,2026-06-29
S004229,F01313,M026,58,"home, ticket_checkout, merch_store, team_profile",tablet,False,2026-06-24
S004230,F02168,M014,419,"match_schedule, live_scores, account",mobile,False,2026-06-16
S004231,F02909,M006,211,"fan_zone, merch_store, home, team_profile, live_scores",desktop,False,2026-06-16
S004232,F04926,M028,160,"match_schedule, ticket_checkout",desktop,False,2026-06-28
S004233,F00766,M029,133,"team_profile, account, highlights, merch_store, fan_zone",desktop,False,2026-06-23
S004234,F03352,M005,174,"live_scores, team_profile, match_schedule, merch_store",desktop,False,2026-06-16
S004235,F02537,M021,40,"merch_store, account, fan_zone, home",mobile,False,2026-06-21
S004236,F00771,M047,344,"live_scores, merch_store, team_profile, fan_zone",mobile,False,2026-07-04
S004237,F00892,M018,171,"highlights, home, fan_zone, live_scores",mobile,False,2026-06-22
S004238,F03352,M041,37,"fan_zone, team_profile",mobile,False,2026-07-05
S004239,F05878,M015,93,highlights,mobile,False,2026-06-09
S004240,F01774,M021,47,"account, team_profile, match_schedule, fan_zone",mobile,False,2026-06-25
S004241,F00833,M014,142,"live_scores, fan_zone, account, ticket_checkout",mobile,False,2026-06-15
S004242,F02172,M005,809,"ticket_checkout, account, home",desktop,False,2026-06-09
S004243,F05324,M002,58,highlights,mobile,False,2026-06-09
S004244,F02863,M002,7,"fan_zone, merch_store, team_profile, match_schedule, account",mobile,False,2026-06-13
S004245,F05441,M046,56,"match_schedule, fan_zone",mobile,False,2026-07-07
S004246,F00524,M028,175,home,mobile,False,2026-06-26
S004247,F04262,M012,17,"fan_zone, home",mobile,False,2026-06-14
S004248,F01364,M026,728,"match_schedule, live_scores, account, ticket_checkout",desktop,False,2026-06-16
S004249,F05062,M033,38,"account, ticket_checkout, team_profile, merch_store",mobile,False,2026-06-20
S004250,F01246,M021,8,account,mobile,False,2026-06-14
S004251,F00719,M017,90,"fan_zone, live_scores, team_profile",mobile,False,2026-06-17
S004252,F01448,M008,162,"highlights, ticket_checkout, account",mobile,False,2026-06-15
S004253,F03168,M017,46,"home, fan_zone, team_profile, merch_store",desktop,True,2026-06-18
S004254,F00127,M041,97,"team_profile, match_schedule",mobile,False,2026-06-25
S004255,F00269,M041,44,"match_schedule, home, account, merch_store, ticket_checkout",mobile,True,2026-07-05
S004256,F03898,M026,315,"account, ticket_checkout, highlights",mobile,True,2026-06-26
S004257,F01580,M041,364,"live_scores, ticket_checkout",mobile,False,2026-06-26
S004258,F03188,M034,493,fan_zone,mobile,False,2026-06-25
S004259,F00882,M044,192,home,desktop,False,2026-06-30
S004260,F03451,M017,99,"merch_store, account",mobile,False,2026-06-22
S004261,F00025,M035,91,"highlights, team_profile, merch_store",mobile,False,2026-06-23
S004262,F00683,M044,145,highlights,desktop,False,2026-06-24
S004263,F01822,M022,236,live_scores,mobile,False,2026-06-19
S004264,F05568,M034,300,team_profile,mobile,False,2026-06-27
S004265,F03567,M031,143,"highlights, fan_zone",tablet,False,2026-06-29
S004266,F03262,M022,72,"home, account, live_scores",mobile,True,2026-06-19
S004267,F03605,M047,17,"match_schedule, live_scores, merch_store, account, home",mobile,False,2026-07-08
S004268,F04640,M011,26,"match_schedule, account, ticket_checkout, highlights, home",desktop,False,2026-06-08
S004269,F03994,M022,231,"account, live_scores, fan_zone",mobile,False,2026-06-23
S004270,F02640,M003,35,"fan_zone, merch_store, home, ticket_checkout, match_schedule",mobile,True,2026-06-06
S004271,F05138,M033,94,"home, live_scores, match_schedule, merch_store, ticket_checkout",mobile,False,2026-06-25
S004272,F04819,M044,574,home,mobile,False,2026-06-28
S004273,F00291,M016,186,"live_scores, match_schedule, team_profile, merch_store, ticket_checkout",mobile,False,2026-06-19
S004274,F04175,M025,425,"account, fan_zone, highlights, ticket_checkout",desktop,False,2026-06-21
S004275,F01515,M034,147,"home, match_schedule",mobile,False,2026-06-19
S004276,F05265,M024,628,"live_scores, home, highlights, account, match_schedule",desktop,False,2026-06-14
S004277,F05681,M008,357,"account, merch_store, match_schedule, home, ticket_checkout",desktop,False,2026-06-09
