fan_id,city,favorite_team,age,segment,loyalty_points,sessions,conversion_rate
F01481,Ahmedabad,Brazil,19,Casual Followers,96,2.0,0.0
F01482,Ahmedabad,Mexico,23,Digital Browsers,36,4.0,0.0
F01483,Pune,Portugal,37,Dormant / At-Risk,72,0.0,0.0
F01484,Ahmedabad,France,22,High Engagers,117,3.0,0.3333333333333333
F01485,Bengaluru,Belgium,34,Dormant / At-Risk,90,2.0,0.0
F01486,Kolkata,Japan,29,Dormant / At-Risk,96,2.0,0.0
F01487,Pune,India,29,High Engagers,232,3.0,0.3333333333333333
F01488,Chennai,Germany,40,Dormant / At-Risk,0,2.0,0.0
F01489,Hyderabad,Germany,21,Casual Followers,125,3.0,0.0
F01490,Kolkata,Belgium,23,Digital Browsers,72,4.0,0.0
F01491,Kolkata,Germany,28,Digital Browsers,123,8.0,0.0
F01492,Chennai,USA,22,Dormant / At-Risk,37,1.0,0.0
F01493,Mumbai,France,16,Digital Browsers,10,4.0,0.0
F01494,Ahmedabad,India,19,Digital Browsers,0,4.0,0.0
F01495,Delhi,France,40,Casual Followers,57,3.0,0.0
F01496,Hyderabad,Spain,37,Digital Browsers,13,4.0,0.0
F01497,Hyderabad,Germany,37,Digital Browsers,13,5.0,0.2
F01498,Chennai,England,20,Super Fans,577,2.0,0.0
F01499,Ahmedabad,Spain,23,Digital Browsers,53,9.0,0.2222222222222222
F01500,Hyderabad,Portugal,29,Casual Followers,19,1.0,0.0
F01501,Chennai,France,31,Digital Browsers,96,4.0,0.0
F01502,Mumbai,Morocco,21,Digital Browsers,36,7.0,0.14285714285714285
F01503,Chennai,France,16,Dormant / At-Risk,13,3.0,0.0
F01504,Chennai,USA,36,Digital Browsers,48,6.0,0.16666666666666666
F01505,Bengaluru,USA,16,Dormant / At-Risk,116,1.0,0.0
F01506,Ahmedabad,Japan,25,Digital Browsers,11,5.0,0.0
F01507,Hyderabad,Portugal,33,Digital Browsers,77,6.0,0.16666666666666666
F01508,Chennai,Morocco,28,Casual Followers,13,3.0,0.0
F01509,Ahmedabad,Brazil,31,Casual Followers,30,3.0,0.0
F01510,Hyderabad,Spain,24,Dormant / At-Risk,51,1.0,0.0
F01511,Mumbai,Brazil,25,Dormant / At-Risk,69,2.0,0.0
F01512,Bengaluru,India,34,Dormant / At-Risk,72,2.0,0.0
F01513,Pune,Japan,32,Dormant / At-Risk,87,0.0,0.0
F01514,Chennai,Netherlands,25,Dormant / At-Risk,204,3.0,0.0
F01515,Kolkata,Brazil,16,Digital Browsers,65,5.0,0.0
F01516,Hyderabad,Brazil,21,Casual Followers,230,2.0,0.0
F01517,Hyderabad,Portugal,19,Dormant / At-Risk,177,3.0,0.0
F01518,Ahmedabad,Argentina,39,Casual Followers,76,3.0,0.0
F01519,Hyderabad,India,16,Casual Followers,71,2.0,0.0
F01520,Delhi,USA,18,Digital Browsers,57,7.0,0.0
F01521,Kolkata,Japan,46,Casual Followers,49,4.0,0.0
F01522,Mumbai,Italy,20,Digital Browsers,22,5.0,0.2
F01523,Mumbai,Portugal,26,Digital Browsers,4,6.0,0.0
F01524,Mumbai,England,43,Dormant / At-Risk,143,1.0,0.0
F01525,Kolkata,Spain,27,Digital Browsers,162,10.0,0.2
F01526,Chennai,Germany,26,Dormant / At-Risk,3,2.0,0.0
F01527,Pune,Spain,39,Digital Browsers,123,4.0,0.0
F01528,Kolkata,France,28,Casual Followers,18,3.0,0.0
F01529,Delhi,Portugal,32,Casual Followers,52,2.0,0.0
F01530,Chennai,Argentina,35,High Engagers,15,3.0,0.3333333333333333
F01531,Mumbai,Mexico,47,Digital Browsers,9,8.0,0.0
F01532,Chennai,Morocco,32,Dormant / At-Risk,54,2.0,0.0
F01533,Kolkata,Germany,21,High Engagers,28,3.0,0.3333333333333333
F01534,Pune,Japan,42,Digital Browsers,5,5.0,0.0
F01535,Ahmedabad,Spain,27,Dormant / At-Risk,49,3.0,0.0
F01536,Kolkata,India,21,Casual Followers,29,5.0,0.0
F01537,Chennai,Spain,22,Digital Browsers,62,4.0,0.0
F01538,Ahmedabad,India,30,Dormant / At-Risk,112,0.0,0.0
F01539,Delhi,Argentina,37,Casual Followers,16,1.0,0.0
F01540,Bengaluru,England,22,Dormant / At-Risk,86,2.0,0.0
F01541,Delhi,Germany,48,Digital Browsers,37,5.0,0.2
F01542,Chennai,Mexico,45,Digital Browsers,58,5.0,0.0
F01543,Kolkata,Belgium,29,High Engagers,44,4.0,0.5
F01544,Delhi,Mexico,37,Casual Followers,110,2.0,0.0
F01545,Delhi,Argentina,37,Casual Followers,5,3.0,0.0
F01546,Bengaluru,Netherlands,20,Super Fans,518,7.0,0.0
F01547,Pune,Morocco,26,Casual Followers,93,2.0,0.0
F01548,Ahmedabad,India,29,Casual Followers,84,5.0,0.0
F01549,Hyderabad,France,47,Casual Followers,118,2.0,0.0
F01550,Bengaluru,France,30,Super Fans,501,2.0,0.0
F01551,Pune,England,35,Dormant / At-Risk,51,2.0,0.0
F01552,Mumbai,Portugal,29,Digital Browsers,19,6.0,0.0
F01553,Mumbai,Netherlands,16,Digital Browsers,14,4.0,0.0
F01554,Pune,England,31,Digital Browsers,14,6.0,0.16666666666666666
F01555,Hyderabad,Morocco,29,Casual Followers,7,3.0,0.0
F01556,Pune,England,34,Dormant / At-Risk,0,2.0,0.0
F01557,Pune,Germany,31,High Engagers,31,3.0,0.3333333333333333
F01558,Kolkata,Japan,33,Dormant / At-Risk,49,4.0,0.0
F01559,Kolkata,Morocco,29,Digital Browsers,204,5.0,0.0
F01560,Ahmedabad,Morocco,34,Dormant / At-Risk,40,1.0,0.0
F01561,Kolkata,Morocco,40,High Engagers,214,4.0,0.25
F01562,Bengaluru,Germany,27,Casual Followers,130,2.0,0.0
F01563,Mumbai,Croatia,28,Digital Browsers,179,7.0,0.14285714285714285
F01564,Ahmedabad,Argentina,20,Casual Followers,81,3.0,0.0
F01565,Chennai,France,35,High Engagers,23,4.0,0.25
F01566,Kolkata,Germany,31,High Engagers,77,4.0,0.25
F01567,Mumbai,Japan,38,Digital Browsers,32,7.0,0.0
F01568,Delhi,Argentina,42,Dormant / At-Risk,50,2.0,0.0
F01569,Chennai,Argentina,38,Dormant / At-Risk,75,1.0,0.0
F01570,Pune,France,29,Digital Browsers,214,4.0,0.0
F01571,Ahmedabad,Argentina,16,Dormant / At-Risk,125,0.0,0.0
F01572,Hyderabad,Portugal,16,Casual Followers,19,4.0,0.0
F01573,Ahmedabad,India,22,Casual Followers,108,2.0,0.0
F01574,Kolkata,Brazil,28,Dormant / At-Risk,122,3.0,0.0
F01575,Kolkata,France,30,Dormant / At-Risk,42,2.0,0.0
F01576,Kolkata,France,19,High Engagers,11,2.0,0.5
F01577,Chennai,Spain,23,Dormant / At-Risk,30,2.0,0.0
F01578,Chennai,Spain,17,Dormant / At-Risk,0,3.0,0.0
F01579,Kolkata,Portugal,23,Digital Browsers,74,4.0,0.0
F01580,Hyderabad,Germany,31,Digital Browsers,0,5.0,0.0
F01581,Bengaluru,Spain,17,Digital Browsers,112,4.0,0.0
F01582,Mumbai,Netherlands,46,Casual Followers,60,3.0,0.0
F01583,Kolkata,Netherlands,40,Digital Browsers,44,6.0,0.0
F01584,Pune,Portugal,23,Digital Browsers,176,4.0,0.0
F01585,Bengaluru,Germany,25,Dormant / At-Risk,35,2.0,0.0
F01586,Chennai,Morocco,21,Digital Browsers,35,5.0,0.0
F01587,Delhi,India,22,Casual Followers,7,3.0,0.0
F01588,Delhi,Brazil,25,High Engagers,4,2.0,0.5
F01589,Pune,USA,42,High Engagers,135,6.0,0.3333333333333333
F01590,Hyderabad,India,31,Digital Browsers,95,7.0,0.0
F01591,Chennai,Argentina,19,Digital Browsers,72,6.0,0.0
F01592,Chennai,Netherlands,21,Digital Browsers,24,4.0,0.0
F01593,Ahmedabad,Mexico,38,Casual Followers,107,1.0,0.0
F01594,Chennai,Brazil,16,Dormant / At-Risk,6,4.0,0.0
F01595,Kolkata,Portugal,49,Digital Browsers,6,5.0,0.0
F01596,Chennai,Portugal,16,Dormant / At-Risk,45,1.0,0.0
F01597,Delhi,Brazil,36,Digital Browsers,75,10.0,0.0
F01598,Ahmedabad,France,21,High Engagers,82,2.0,0.5
F01599,Hyderabad,Italy,39,Casual Followers,69,4.0,0.0
F01600,Ahmedabad,Argentina,29,Dormant / At-Risk,103,1.0,0.0
F01601,Mumbai,Italy,41,Digital Browsers,161,5.0,0.2
F01602,Delhi,India,19,Digital Browsers,35,4.0,0.0
F01603,Kolkata,Argentina,30,High Engagers,8,4.0,0.5
F01604,Mumbai,France,29,High Engagers,51,1.0,1.0
F01605,Ahmedabad,Germany,37,Casual Followers,8,2.0,0.0
F01606,Kolkata,USA,23,Digital Browsers,30,6.0,0.0
F01607,Bengaluru,England,25,Casual Followers,52,2.0,0.0
F01608,Ahmedabad,Argentina,34,Digital Browsers,24,7.0,0.0
F01609,Pune,Spain,26,Dormant / At-Risk,37,3.0,0.0
F01610,Kolkata,Brazil,32,Dormant / At-Risk,4,3.0,0.0
F01611,Chennai,Spain,31,Dormant / At-Risk,13,2.0,0.0
F01612,Bengaluru,Brazil,37,Casual Followers,39,4.0,0.0
F01613,Pune,Brazil,25,Dormant / At-Risk,98,0.0,0.0
F01614,Pune,USA,35,Dormant / At-Risk,39,2.0,0.0
F01615,Chennai,Morocco,36,Casual Followers,164,3.0,0.0
F01616,Delhi,USA,26,Casual Followers,6,3.0,0.0
F01617,Delhi,Brazil,29,Dormant / At-Risk,94,1.0,0.0
F01618,Mumbai,England,41,Digital Browsers,40,6.0,0.16666666666666666
F01619,Hyderabad,Argentina,29,Digital Browsers,138,5.0,0.0
F01620,Ahmedabad,Belgium,24,Super Fans,606,2.0,0.0
F01621,Kolkata,Japan,25,Digital Browsers,91,7.0,0.0
F01622,Bengaluru,Netherlands,33,Casual Followers,9,2.0,0.0
F01623,Chennai,Argentina,30,Casual Followers,48,1.0,0.0
F01624,Delhi,Brazil,38,Casual Followers,125,3.0,0.0
F01625,Chennai,Spain,21,Casual Followers,44,4.0,0.0
F01626,Bengaluru,Morocco,33,Casual Followers,42,2.0,0.0
F01627,Mumbai,Argentina,32,Casual Followers,15,2.0,0.0
F01628,Ahmedabad,Portugal,31,Digital Browsers,0,8.0,0.0
F01629,Hyderabad,England,35,Super Fans,307,3.0,0.0
F01630,Bengaluru,Spain,18,Digital Browsers,43,6.0,0.0
F01631,Chennai,Argentina,32,Casual Followers,102,2.0,0.0
F01632,Ahmedabad,Brazil,25,Digital Browsers,101,6.0,0.0
F01633,Kolkata,France,19,Casual Followers,36,1.0,0.0
F01634,Delhi,Portugal,32,Dormant / At-Risk,37,2.0,0.0
F01635,Mumbai,England,32,Casual Followers,9,3.0,0.0
F01636,Mumbai,India,26,Super Fans,826,0.0,0.0
F01637,Mumbai,Portugal,32,Digital Browsers,93,6.0,0.0
F01638,Pune,Brazil,28,Digital Browsers,8,4.0,0.0
F01639,Hyderabad,Spain,32,Digital Browsers,15,5.0,0.0
F01640,Bengaluru,Croatia,28,Dormant / At-Risk,2,1.0,0.0
F01641,Bengaluru,Portugal,17,Digital Browsers,86,6.0,0.0
F01642,Ahmedabad,India,18,High Engagers,2,3.0,0.3333333333333333
F01643,Pune,Brazil,31,Dormant / At-Risk,30,3.0,0.0
F01644,Delhi,Morocco,24,Dormant / At-Risk,33,2.0,0.0
F01645,Pune,Netherlands,26,Dormant / At-Risk,53,3.0,0.0
F01646,Chennai,India,28,Dormant / At-Risk,13,4.0,0.0
F01647,Bengaluru,England,25,Dormant / At-Risk,50,2.0,0.0
F01648,Mumbai,Brazil,26,Dormant / At-Risk,0,3.0,0.0
F01649,Bengaluru,Germany,28,Dormant / At-Risk,59,2.0,0.0
F01650,Chennai,Spain,24,Dormant / At-Risk,0,2.0,0.0
F01651,Kolkata,Croatia,40,Dormant / At-Risk,12,2.0,0.0
F01652,Bengaluru,Portugal,32,Casual Followers,6,2.0,0.0
F01653,Delhi,Argentina,23,Dormant / At-Risk,14,2.0,0.0
F01654,Kolkata,Japan,18,Dormant / At-Risk,7,3.0,0.0
F01655,Pune,Germany,40,Digital Browsers,64,6.0,0.0
F01656,Ahmedabad,Germany,24,Dormant / At-Risk,14,2.0,0.0
F01657,Bengaluru,Portugal,34,Dormant / At-Risk,12,3.0,0.0
F01658,Kolkata,Germany,27,Digital Browsers,3,5.0,0.0
F01659,Ahmedabad,Germany,19,Digital Browsers,51,6.0,0.0
F01660,Ahmedabad,Portugal,19,Casual Followers,232,2.0,0.0
F01661,Hyderabad,England,16,Digital Browsers,20,7.0,0.0
F01662,Delhi,Croatia,31,Dormant / At-Risk,127,2.0,0.0
F01663,Chennai,Germany,23,Digital Browsers,1,4.0,0.0
F01664,Mumbai,Brazil,40,Digital Browsers,12,5.0,0.2
F01665,Mumbai,Mexico,26,Digital Browsers,133,4.0,0.0
F01666,Pune,Brazil,35,Digital Browsers,69,4.0,0.0
F01667,Kolkata,Argentina,27,Super Fans,489,3.0,0.0
F01668,Pune,Spain,22,High Engagers,84,3.0,0.3333333333333333
F01669,Chennai,Germany,37,Dormant / At-Risk,23,2.0,0.0
F01670,Bengaluru,Japan,31,Dormant / At-Risk,60,3.0,0.0
F01671,Bengaluru,Mexico,47,Dormant / At-Risk,50,3.0,0.0
F01672,Bengaluru,France,31,High Engagers,109,3.0,0.3333333333333333
F01673,Hyderabad,England,16,Casual Followers,14,1.0,0.0
F01674,Kolkata,Italy,18,Dormant / At-Risk,13,2.0,0.0
F01675,Hyderabad,England,32,Digital Browsers,76,6.0,0.0
F01676,Delhi,Portugal,24,Casual Followers,61,3.0,0.0
F01677,Kolkata,Netherlands,46,Digital Browsers,163,5.0,0.0
F01678,Bengaluru,Croatia,24,Casual Followers,79,2.0,0.0
F01679,Bengaluru,Morocco,28,Digital Browsers,15,5.0,0.0
F01680,Pune,Italy,40,High Engagers,7,4.0,0.25
F01681,Ahmedabad,Spain,42,Casual Followers,10,3.0,0.0
F01682,Hyderabad,Japan,22,Digital Browsers,12,5.0,0.2
F01683,Chennai,Brazil,44,Dormant / At-Risk,140,3.0,0.0
F01684,Delhi,England,25,Casual Followers,47,2.0,0.0
F01685,Mumbai,Argentina,26,High Engagers,127,2.0,0.5
F01686,Pune,France,25,Dormant / At-Risk,253,2.0,0.0
F01687,Chennai,England,32,Dormant / At-Risk,113,1.0,0.0
F01688,Ahmedabad,Germany,19,Casual Followers,183,3.0,0.0
F01689,Bengaluru,Morocco,18,Dormant / At-Risk,1,1.0,0.0
F01690,Hyderabad,Mexico,28,Dormant / At-Risk,26,3.0,0.0
F01691,Delhi,USA,16,Dormant / At-Risk,62,3.0,0.0
F01692,Ahmedabad,India,31,Digital Browsers,30,6.0,0.16666666666666666
F01693,Ahmedabad,England,35,Digital Browsers,16,7.0,0.0
F01694,Mumbai,Argentina,21,Digital Browsers,12,5.0,0.0
F01695,Kolkata,Spain,30,Digital Browsers,61,5.0,0.0
F01696,Mumbai,USA,25,Dormant / At-Risk,67,1.0,0.0
F01697,Kolkata,Mexico,26,High Engagers,4,3.0,0.3333333333333333
F01698,Delhi,Portugal,21,High Engagers,3,4.0,0.25
F01699,Kolkata,Belgium,29,Dormant / At-Risk,32,3.0,0.0
F01700,Pune,Argentina,16,Dormant / At-Risk,67,1.0,0.0
F01701,Mumbai,France,34,Casual Followers,0,4.0,0.0
F01702,Chennai,Argentina,32,High Engagers,8,4.0,0.25
F01703,Pune,Croatia,24,Digital Browsers,40,6.0,0.0
F01704,Bengaluru,USA,40,Casual Followers,59,3.0,0.0
F01705,Ahmedabad,Brazil,29,Dormant / At-Risk,201,2.0,0.0
F01706,Kolkata,Morocco,47,Dormant / At-Risk,47,3.0,0.0
F01707,Kolkata,Germany,39,Dormant / At-Risk,65,4.0,0.0
F01708,Hyderabad,Morocco,28,High Engagers,24,4.0,0.25
F01709,Chennai,Belgium,31,Dormant / At-Risk,173,3.0,0.0
F01710,Hyderabad,Italy,28,Dormant / At-Risk,183,3.0,0.0
F01711,Bengaluru,France,40,Dormant / At-Risk,28,4.0,0.0
F01712,Hyderabad,England,18,Dormant / At-Risk,41,1.0,0.0
F01713,Kolkata,Morocco,41,Dormant / At-Risk,34,2.0,0.0
F01714,Kolkata,England,26,Dormant / At-Risk,7,2.0,0.0
F01715,Mumbai,Morocco,25,High Engagers,48,4.0,0.25
F01716,Pune,India,19,Dormant / At-Risk,70,2.0,0.0
F01717,Bengaluru,Spain,25,Digital Browsers,17,7.0,0.0
F01718,Mumbai,Japan,33,Digital Browsers,11,5.0,0.0
F01719,Ahmedabad,Portugal,17,Casual Followers,33,3.0,0.0
F01720,Delhi,Japan,16,Dormant / At-Risk,2,1.0,0.0
F01721,Ahmedabad,Argentina,27,Digital Browsers,0,6.0,0.16666666666666666
F01722,Bengaluru,Argentina,34,Casual Followers,1,1.0,0.0
F01723,Mumbai,Portugal,30,High Engagers,53,5.0,0.4
F01724,Mumbai,Brazil,42,Super Fans,1110,4.0,0.0
F01725,Chennai,Italy,44,Digital Browsers,42,5.0,0.0
F01726,Bengaluru,England,21,Dormant / At-Risk,16,2.0,0.0
F01727,Ahmedabad,France,18,Digital Browsers,54,8.0,0.0
F01728,Delhi,Spain,40,Digital Browsers,18,5.0,0.0
F01729,Chennai,Portugal,38,Dormant / At-Risk,228,1.0,0.0
F01730,Delhi,Italy,33,Dormant / At-Risk,101,0.0,0.0
F01731,Mumbai,France,34,Digital Browsers,9,7.0,0.2857142857142857
F01732,Bengaluru,Germany,33,Dormant / At-Risk,18,3.0,0.0
F01733,Ahmedabad,France,25,Dormant / At-Risk,13,2.0,0.0
F01734,Chennai,Argentina,26,Digital Browsers,53,5.0,0.0
F01735,Chennai,Portugal,30,High Engagers,151,3.0,0.3333333333333333
F01736,Pune,Japan,40,Digital Browsers,95,5.0,0.2
F01737,Bengaluru,France,33,High Engagers,27,3.0,0.3333333333333333
F01738,Bengaluru,Belgium,41,Dormant / At-Risk,85,2.0,0.0
F01739,Hyderabad,Portugal,28,High Engagers,23,4.0,0.5
F01740,Kolkata,Germany,20,Digital Browsers,73,4.0,0.0
F01741,Chennai,France,23,Casual Followers,57,2.0,0.0
F01742,Chennai,France,28,Digital Browsers,64,4.0,0.0
F01743,Kolkata,Germany,27,Dormant / At-Risk,34,3.0,0.0
F01744,Mumbai,Spain,17,Casual Followers,13,3.0,0.0
F01745,Mumbai,Portugal,16,Dormant / At-Risk,93,3.0,0.0
F01746,Pune,Germany,49,Digital Browsers,211,5.0,0.0
F01747,Pune,Germany,35,Casual Followers,183,1.0,0.0
F01748,Kolkata,Brazil,22,Digital Browsers,4,7.0,0.0
F01749,Mumbai,France,25,Dormant / At-Risk,42,1.0,0.0
F01750,Ahmedabad,USA,35,Dormant / At-Risk,16,2.0,0.0
F01751,Hyderabad,Belgium,29,Casual Followers,24,1.0,0.0
F01752,Delhi,England,24,Dormant / At-Risk,128,3.0,0.0
F01753,Kolkata,England,30,Casual Followers,7,7.0,0.0
F01754,Bengaluru,India,37,Casual Followers,10,4.0,0.0
F01755,Bengaluru,Italy,29,Dormant / At-Risk,143,2.0,0.0
F01756,Chennai,Portugal,27,Dormant / At-Risk,87,3.0,0.0
F01757,Hyderabad,Brazil,36,Digital Browsers,4,4.0,0.0
F01758,Kolkata,Argentina,29,Digital Browsers,54,5.0,0.2
F01759,Chennai,England,24,Dormant / At-Risk,148,1.0,0.0
F01760,Chennai,India,32,Casual Followers,50,3.0,0.0
F01761,Pune,Netherlands,44,Digital Browsers,163,5.0,0.0
F01762,Ahmedabad,Germany,35,Digital Browsers,71,4.0,0.0
F01763,Delhi,Spain,31,Digital Browsers,113,4.0,0.0
F01764,Hyderabad,Croatia,33,Dormant / At-Risk,117,3.0,0.0
F01765,Bengaluru,Argentina,20,Dormant / At-Risk,171,3.0,0.0
F01766,Pune,Germany,31,High Engagers,4,1.0,1.0
F01767,Ahmedabad,England,36,Casual Followers,0,3.0,0.0
F01768,Kolkata,Argentina,42,Super Fans,268,3.0,0.0
F01769,Chennai,Argentina,16,Casual Followers,10,3.0,0.0
F01770,Delhi,Morocco,31,Casual Followers,106,4.0,0.0
F01771,Hyderabad,Argentina,22,Dormant / At-Risk,36,2.0,0.0
F01772,Pune,England,32,Digital Browsers,39,6.0,0.0
F01773,Pune,Netherlands,16,Casual Followers,50,3.0,0.0
F01774,Mumbai,Netherlands,22,Digital Browsers,36,4.0,0.0
F01775,Delhi,Spain,19,Casual Followers,108,1.0,0.0
F01776,Kolkata,Netherlands,21,Digital Browsers,53,4.0,0.0
F01777,Bengaluru,Belgium,25,Super Fans,390,2.0,0.0
F01778,Kolkata,England,39,High Engagers,27,3.0,0.3333333333333333
F01779,Hyderabad,Portugal,16,Digital Browsers,15,8.0,0.0
F01780,Bengaluru,Netherlands,28,Digital Browsers,106,4.0,0.0
F01781,Pune,Morocco,19,Digital Browsers,101,4.0,0.0
F01782,Mumbai,France,32,Digital Browsers,209,7.0,0.14285714285714285
F01783,Bengaluru,France,34,Digital Browsers,4,4.0,0.0
F01784,Ahmedabad,France,33,Digital Browsers,45,5.0,0.0
F01785,Hyderabad,Morocco,22,Digital Browsers,28,5.0,0.0
F01786,Kolkata,Brazil,23,Dormant / At-Risk,0,0.0,0.0
F01787,Mumbai,France,24,Dormant / At-Risk,48,2.0,0.0
F01788,Hyderabad,Italy,30,Dormant / At-Risk,139,0.0,0.0
F01789,Kolkata,Spain,22,Digital Browsers,74,4.0,0.0
F01790,Delhi,Argentina,40,Dormant / At-Risk,62,2.0,0.0
F01791,Ahmedabad,Belgium,44,Dormant / At-Risk,23,2.0,0.0
F01792,Pune,Spain,36,Digital Browsers,132,6.0,0.16666666666666666
F01793,Ahmedabad,Spain,22,Dormant / At-Risk,50,3.0,0.0
F01794,Delhi,Portugal,16,Digital Browsers,106,4.0,0.0
F01795,Delhi,Argentina,26,High Engagers,132,2.0,0.5
F01796,Hyderabad,Portugal,34,Digital Browsers,4,6.0,0.16666666666666666
F01797,Hyderabad,Brazil,34,High Engagers,12,4.0,0.25
F01798,Chennai,Italy,28,Dormant / At-Risk,69,1.0,0.0
F01799,Pune,USA,25,Digital Browsers,30,5.0,0.0
F01800,Hyderabad,Italy,48,Dormant / At-Risk,11,2.0,0.0
F01801,Pune,Brazil,44,Casual Followers,52,4.0,0.0
F01802,Kolkata,Morocco,17,Dormant / At-Risk,35,2.0,0.0
F01803,Chennai,Portugal,31,High Engagers,1,3.0,0.3333333333333333
F01804,Hyderabad,Italy,16,Digital Browsers,9,7.0,0.2857142857142857
F01805,Hyderabad,Brazil,42,Super Fans,582,3.0,0.3333333333333333
F01806,Ahmedabad,France,40,Dormant / At-Risk,57,3.0,0.0
F01807,Pune,England,44,Digital Browsers,34,7.0,0.0
F01808,Pune,Belgium,28,High Engagers,12,6.0,0.3333333333333333
F01809,Ahmedabad,Argentina,16,Digital Browsers,7,5.0,0.2
F01810,Delhi,Japan,21,Digital Browsers,44,5.0,0.0
F01811,Bengaluru,Argentina,25,Dormant / At-Risk,19,1.0,0.0
F01812,Mumbai,France,27,Dormant / At-Risk,4,3.0,0.0
F01813,Hyderabad,Belgium,39,Casual Followers,42,2.0,0.0
F01814,Bengaluru,England,34,Casual Followers,9,3.0,0.0
F01815,Kolkata,Spain,33,High Engagers,8,4.0,0.25
F01816,Mumbai,Belgium,17,High Engagers,103,2.0,0.5
F01817,Chennai,France,36,Digital Browsers,7,4.0,0.0
F01818,Mumbai,Germany,16,Digital Browsers,6,5.0,0.0
F01819,Hyderabad,Portugal,39,Digital Browsers,73,6.0,0.16666666666666666
F01820,Delhi,Brazil,21,Digital Browsers,111,5.0,0.2
F01821,Delhi,Spain,17,Casual Followers,5,1.0,0.0
F01822,Bengaluru,Germany,35,Dormant / At-Risk,6,2.0,0.0
F01823,Hyderabad,USA,35,Casual Followers,20,4.0,0.0
F01824,Mumbai,Spain,40,High Engagers,75,3.0,0.3333333333333333
F01825,Delhi,England,18,Dormant / At-Risk,33,1.0,0.0
F01826,Kolkata,Japan,24,Casual Followers,64,3.0,0.0
F01827,Delhi,Morocco,25,Dormant / At-Risk,30,2.0,0.0
F01828,Hyderabad,Argentina,34,Casual Followers,18,2.0,0.0
F01829,Chennai,India,39,Dormant / At-Risk,62,3.0,0.0
F01830,Bengaluru,France,35,Digital Browsers,102,4.0,0.0
F01831,Delhi,USA,32,Dormant / At-Risk,0,3.0,0.0
F01832,Chennai,Germany,38,High Engagers,121,2.0,0.5
F01833,Mumbai,Italy,24,Dormant / At-Risk,2,0.0,0.0
F01834,Hyderabad,Japan,34,Super Fans,460,0.0,0.0
F01835,Hyderabad,Portugal,16,Casual Followers,130,3.0,0.0
F01836,Kolkata,Spain,31,Dormant / At-Risk,147,2.0,0.0
F01837,Delhi,Germany,16,Dormant / At-Risk,7,1.0,0.0
F01838,Pune,Brazil,23,Dormant / At-Risk,30,1.0,0.0
F01839,Chennai,Germany,35,Digital Browsers,38,6.0,0.16666666666666666
F01840,Hyderabad,Portugal,29,Dormant / At-Risk,22,3.0,0.0
F01841,Pune,England,38,Dormant / At-Risk,25,0.0,0.0
F01842,Ahmedabad,Spain,41,Casual Followers,3,2.0,0.0
F01843,Hyderabad,Italy,25,Dormant / At-Risk,19,0.0,0.0
F01844,Ahmedabad,Portugal,29,Casual Followers,97,4.0,0.25
F01845,Pune,Spain,48,Super Fans,525,3.0,0.3333333333333333
F01846,Mumbai,India,22,Dormant / At-Risk,22,2.0,0.0
F01847,Ahmedabad,England,41,Digital Browsers,45,4.0,0.0
F01848,Mumbai,France,19,High Engagers,23,4.0,0.25
F01849,Hyderabad,Croatia,16,Digital Browsers,26,4.0,0.0
F01850,Delhi,Portugal,19,Digital Browsers,14,5.0,0.0
F01851,Hyderabad,Japan,38,Digital Browsers,200,7.0,0.14285714285714285
F01852,Pune,Spain,26,Dormant / At-Risk,46,1.0,0.0
F01853,Pune,France,28,Dormant / At-Risk,72,2.0,0.0
F01854,Bengaluru,Portugal,34,Dormant / At-Risk,49,2.0,0.0
F01855,Ahmedabad,Germany,44,Casual Followers,105,1.0,0.0
F01856,Hyderabad,Germany,23,Dormant / At-Risk,50,2.0,0.0
F01857,Kolkata,Mexico,34,Digital Browsers,88,5.0,0.0
F01858,Bengaluru,England,25,Casual Followers,71,3.0,0.0
F01859,Hyderabad,Germany,33,Casual Followers,26,3.0,0.0
F01860,Bengaluru,Croatia,23,Super Fans,716,2.0,0.0
F01861,Ahmedabad,Japan,30,Dormant / At-Risk,23,0.0,0.0
F01862,Pune,England,29,Dormant / At-Risk,190,3.0,0.0
F01863,Ahmedabad,Belgium,25,Dormant / At-Risk,100,3.0,0.0
F01864,Kolkata,Spain,18,Casual Followers,66,1.0,0.0
F01865,Mumbai,Japan,19,High Engagers,164,3.0,0.6666666666666666
F01866,Bengaluru,India,26,Dormant / At-Risk,76,1.0,0.0
F01867,Mumbai,Spain,23,Digital Browsers,21,5.0,0.0
F01868,Kolkata,Germany,22,Dormant / At-Risk,76,3.0,0.0
F01869,Mumbai,Belgium,20,Dormant / At-Risk,32,3.0,0.0
F01870,Delhi,Argentina,24,Digital Browsers,91,4.0,0.0
F01871,Delhi,Brazil,19,Digital Browsers,32,10.0,0.0
F01872,Ahmedabad,India,21,High Engagers,97,3.0,0.3333333333333333
F01873,Bengaluru,Belgium,22,Dormant / At-Risk,27,3.0,0.0
F01874,Chennai,Spain,23,Casual Followers,13,1.0,0.0
F01875,Bengaluru,Croatia,40,Digital Browsers,11,7.0,0.14285714285714285
F01876,Kolkata,Germany,33,Dormant / At-Risk,24,1.0,0.0
F01877,Chennai,Argentina,39,Digital Browsers,37,5.0,0.0
F01878,Pune,Belgium,41,High Engagers,57,3.0,0.3333333333333333
